69,14,2,2
74,6,1,2
76,0,0,2
76,5,2,1
76,0,1,2
74,1,0,2
74,3,0,2
92,49,6,5
91,24,4,5
91,39,23,4
90,30,11,4
89,46,15,4
88,12,2,4
88,15,0,4
88,30,7,4
87,31,2,4
87,13,6,3
86,12,7,2
86,17,2,3
85,2,2,4
85,20,3,3
85,13,7,4
85,10,5,3
85,25,8,4
85,22,3,3
84,8,3,5
84,12,1,3
84,18,6,2
84,25,5,2
84,14,4,3
84,16,4,3
83,17,7,3
83,11,9,2
83,13,8,3
83,4,0,3
83,6,4,3
83,13,5,2
83,13,7,2
83,8,11,3
83,8,5,2
83,12,9,2
83,9,5,2
82,6,8,3
82,14,1,2
82,13,9,2
82,10,5,3
82,9,3,2
82,5,1,2
81,8,3,2
81,12,5,2
81,14,1,3
81,18,3,2
81,7,6,1
81,2,3,2
81,12,3,3
81,9,1,3
81,3,2,3
81,6,1,1
81,8,5,2
81,7,2,2
81,10,7,3
80,6,2,2
80,6,3,4
80,13,4,1
80,7,3,2
80,15,8,2
80,14,1,2
80,12,3,2
80,18,2,2
79,5,1,1
79,11,3,3
79,9,0,3
79,12,10,2
79,5,0,1
79,8,0,2
79,5,3,2
79,9,6,2
79,17,3,1
79,1,0,1
79,8,2,2
79,1,3,1
79,26,6,3
79,8,1,2
78,7,2,3
78,4,3,2
78,6,0,3
78,1,2,2
78,4,2,1
78,8,2,2
78,11,5,1
78,5,1,1
78,2,3,2
78,22,5,2
78,7,0,2
78,12,8,2
78,12,6,1
78,12,2,2
78,5,8,1
78,19,5,2
78,9,1,1
78,11,4,1
78,10,9,2
78,18,0,2
78,29,3,2
77,3,2,3
77,10,5,1
77,14,4,1
77,11,3,3
77,9,1,3
